,source_model,source_model_file,target_model,target_model_file,batch_index,layer_index,layer_name,fool_method,with_ILA,fool_rate,acc_after_attack,original_acc
80,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,8.0,bn,ifgsm,True,100.0,0.0,100.0
81,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,8.0,bn,ifgsm,True,100.0,0.0,100.0
82,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,8.0,bn,ifgsm,True,100.0,0.0,100.0
83,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,8.0,bn,ifgsm,True,100.0,0.0,100.0
84,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,9.0,linear,ifgsm,True,100.0,0.0,100.0
85,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,9.0,linear,ifgsm,True,100.0,0.0,100.0
86,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,9.0,linear,ifgsm,True,100.0,0.0,100.0
87,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,9.0,linear,ifgsm,True,100.0,0.0,100.0
88,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,ResNet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,2,,,ifgsm,False,0.0,100.0,100.0
89,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,,,ifgsm,False,100.0,0.0,100.0
90,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,GoogLeNet,checkpoints/googlenet_epoch_227_acc_94.86.pth,2,,,ifgsm,False,100.0,0.0,100.0
91,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,2,,,ifgsm,False,100.0,0.0,100.0
92,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,0.0,conv1,ifgsm,True,0.0,100.0,100.0
93,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,0.0,conv1,ifgsm,True,100.0,0.0,100.0
94,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,0.0,conv1,ifgsm,True,100.0,0.0,100.0
95,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,0.0,conv1,ifgsm,True,100.0,0.0,100.0
96,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,1.0,dense1,ifgsm,True,0.0,100.0,100.0
97,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,1.0,dense1,ifgsm,True,100.0,0.0,100.0
98,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,1.0,dense1,ifgsm,True,100.0,0.0,100.0
99,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,1.0,dense1,ifgsm,True,100.0,0.0,100.0
100,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,2.0,trans1,ifgsm,True,100.0,0.0,100.0
101,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,2.0,trans1,ifgsm,True,100.0,0.0,100.0
102,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,2.0,trans1,ifgsm,True,100.0,0.0,100.0
103,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,2.0,trans1,ifgsm,True,100.0,0.0,100.0
104,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,3.0,dense2,ifgsm,True,100.0,0.0,100.0
105,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,3.0,dense2,ifgsm,True,100.0,0.0,100.0
106,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,3.0,dense2,ifgsm,True,100.0,0.0,100.0
107,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,3.0,dense2,ifgsm,True,100.0,0.0,100.0
108,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,4.0,trans2,ifgsm,True,100.0,0.0,100.0
109,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,4.0,trans2,ifgsm,True,100.0,0.0,100.0
110,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,4.0,trans2,ifgsm,True,100.0,0.0,100.0
111,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,4.0,trans2,ifgsm,True,100.0,0.0,100.0
112,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,5.0,dense3,ifgsm,True,100.0,0.0,100.0
113,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,5.0,dense3,ifgsm,True,100.0,0.0,100.0
114,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,5.0,dense3,ifgsm,True,100.0,0.0,100.0
115,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,5.0,dense3,ifgsm,True,100.0,0.0,100.0
116,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,6.0,trans3,ifgsm,True,100.0,0.0,100.0
117,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,6.0,trans3,ifgsm,True,100.0,0.0,100.0
118,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,6.0,trans3,ifgsm,True,100.0,0.0,100.0
119,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,6.0,trans3,ifgsm,True,100.0,0.0,100.0
120,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,7.0,dense4,ifgsm,True,100.0,0.0,100.0
121,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,7.0,dense4,ifgsm,True,100.0,0.0,100.0
122,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,7.0,dense4,ifgsm,True,100.0,0.0,100.0
123,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,7.0,dense4,ifgsm,True,100.0,0.0,100.0
124,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,8.0,bn,ifgsm,True,100.0,0.0,100.0
125,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,8.0,bn,ifgsm,True,100.0,0.0,100.0
126,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,8.0,bn,ifgsm,True,100.0,0.0,100.0
127,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,8.0,bn,ifgsm,True,100.0,0.0,100.0
128,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,9.0,linear,ifgsm,True,0.0,100.0,100.0
129,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,9.0,linear,ifgsm,True,100.0,0.0,100.0
130,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,9.0,linear,ifgsm,True,100.0,0.0,100.0
131,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,2,9.0,linear,ifgsm,True,100.0,0.0,100.0
132,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,ResNet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,3,,,ifgsm,False,0.0,100.0,100.0
133,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,3,,,ifgsm,False,100.0,0.0,100.0
134,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,GoogLeNet,checkpoints/googlenet_epoch_227_acc_94.86.pth,3,,,ifgsm,False,100.0,0.0,100.0
